dự	z ɯ ˨˩ʔ
dựa	z ɯ a ˨˩ʔ
dực	z ɯ k̚ ˨˩ʔ
dựng	z ɯ ŋ̚ ˨˩ʔ
e	ɛ ˧
em	ɛ m ˧
emm	ɛ m ˧
eo	ɛ w ˧
euro	ɛ u w ˧
g	spn
ga	ɣ a ˧
gai	ɣ a j ˧
gam	ɣ a m ˧
gan	ɣ a n ˧
gang	ɣ a ŋ̚ ˧
ganh	ɣ a ɲ̚ ˧
gao	ɣ a w ˧
gara	ɣ a a ˧
gas	ɣ a ˧
gay	ɣ a j ˧
gen	ɣ ɛ n ˧
ghe	ɣ ɛ ˧
ghen	ɣ ɛ n ˧
ghi	ɣ i ˧
ghim	ɣ i m ˧
ghiền	ɣ i e n ˨˩
ghé	ɣ ɛ ˧˥
ghép	ɣ ɛ p̚ ˧˥
ghét	ɣ ɛ t̚ ˧˥
ghê	ɣ e ˧
ghì	ɣ i ˨˩
ghẹ	ɣ ɛ ˨˩ʔ
ghẹo	ɣ ɛ w ˨˩ʔ
ghẻ	ɣ ɛ ˧˩˧
ghẽ	ɣ ɛ ˧˥ʔ
ghế	ɣ e ˧˥
ghề	ɣ e ˨˩
ghềnh	ɣ e ɲ̚ ˨˩
gi	z i ˧
gia	z a ˧
giai	z a j ˧
giam	z a m ˧
gian	z a n ˧
giang	z a ŋ̚ ˧
gianh	z a ɲ̚ ˧
giao	z a w ˧
gieo	z ɛ w ˧
gio	z ɔ ˧
gioăng	z ɔ ɐ ŋ̚ ˧
giun	z u n ˧
già	z a ˨˩
giàn	z a n ˨˩
giàng	z a ŋ̚ ˨˩
giành	z a ɲ̚ ˨˩
giàu	z a w ˨˩
giày	z a j ˨˩
giá	z a ˧˥
giác	z a k̚ ˧˥
giám	z a m ˧˥
gián	z a n ˧˥
giáng	z a ŋ̚ ˧˥
giáo	z a w ˧˥
giáp	z a p̚ ˧˥
giâm	z ə m ˧
giây	z ə j ˧
giã	z a ˧˥ʔ
giãi	z a j ˧˥ʔ
giãn	z a n ˧˥ʔ
giê	z e ˧
giêng	z e ŋ̚ ˧
giò	z ɔ ˨˩
giòn	z ɔ n ˨˩
gió	z ɔ ˧˥
gióng	z ɔ ŋ̚ ˧˥
giông	z o ŋ̚ ˧
giùm	z u m ˨˩
giúp	z u p̚ ˧˥
giăng	z ɐ ŋ̚ ˧
giũ	z u ˧˥ʔ
giơ	z ɤ ˧
giương	z ɯ ɤ ŋ̚ ˧
giường	z ɯ ɤ ŋ̚ ˨˩
giả	z a ˧˩˧
giải	z a j ˧˩˧
giảm	z a m ˧˩˧
giản	z a n ˧˩˧
giảng	z a ŋ̚ ˧˩˧
giấc	z ə k̚ ˧˥
giấm	z ə m ˧˥
giấu	z ə w ˧˥
giấy	z ə j ˧˥
giầu	z ə w ˨˩
giầy	z ə j ˨˩
giẫm	z ə m ˧˥ʔ
giận	z ə n ˨˩ʔ
giật	z ə t̚ ˨˩ʔ
giắt	z ɐ t̚ ˧˥
giằng	z ɐ ŋ̚ ˨˩
giặc	z ɐ k̚ ˨˩ʔ
giặt	z ɐ t̚ ˨˩ʔ
giẻ	z ɛ ˧˩˧
giếm	z e m ˧˥
giếng	z e ŋ̚ ˧˥
giết	z e t̚ ˧˥
giềng	z e ŋ̚ ˨˩
giễu	z e w ˧˥ʔ
giọng	z ɔ ŋ̚ ˨˩ʔ
giọt	z ɔ t̚ ˨˩ʔ
giỏ	z ɔ ˧˩˧
giỏi	z ɔ j ˧˩˧
giống	z o ŋ̚ ˧˥
giỗ	z o ˧˥ʔ
giới	z ɤ j ˧˥
giờ	z ɤ ˨˩
giở	z ɤ ˧˩˧
giỡn	z ɤ n ˧˥ʔ
giục	z u k̚ ˨˩ʔ
giữ	z ɯ ˧˥ʔ
giữa	z ɯ a ˧˥ʔ
gom	ɣ ɔ m ˧
gu	ɣ u ˧
guitar	ɣ u i a ˧
guồng	ɣ u o ŋ̚ ˨˩
gà	ɣ a ˨˩
gài	ɣ a j ˨˩
gàng	ɣ a ŋ̚ ˨˩
gành	ɣ a ɲ̚ ˨˩
gào	ɣ a w ˨˩
gàu	ɣ a w ˨˩
gày	ɣ a j ˨˩
gác	ɣ a k̚ ˧˥
gái	ɣ a j ˧˥
gán	ɣ a n ˧˥
gánh	ɣ a ɲ̚ ˧˥
gáo	ɣ a w ˧˥
gáp	ɣ a p̚ ˧˥
gáy	ɣ a j ˧˥
gân	ɣ ə n ˧
gây	ɣ ə j ˧
gã	ɣ a ˧˥ʔ
gãi	ɣ a j ˧˥ʔ
gãy	ɣ a j ˧˥ʔ
gì	z i ˨˩
gìn	spn
gí	z i ˧˥
gò	ɣ ɔ ˨˩
gòn	ɣ ɔ n ˨˩
góa	ɣ ɔ a ˧˥
góc	ɣ ɔ k̚ ˧˥
gói	ɣ ɔ j ˧˥
góp	ɣ ɔ p̚ ˧˥
gót	ɣ ɔ t̚ ˧˥
gông	ɣ o ŋ̚ ˧
gõ	ɣ ɔ ˧˥ʔ
gù	ɣ u ˨˩
găm	ɣ ɐ m ˧
găng	ɣ ɐ ŋ̚ ˧
gũi	ɣ u j ˧˥ʔ
gươm	ɣ ɯ ɤ m ˧
gương	ɣ ɯ ɤ ŋ̚ ˧
gượng	ɣ ɯ ɤ ŋ̚ ˨˩ʔ
gạ	ɣ a ˨˩ʔ
gạch	ɣ a k̚ ˨˩ʔ
gạn	ɣ a n ˨˩ʔ
gạo	ɣ a w ˨˩ʔ
gạt	ɣ a t̚ ˨˩ʔ
gả	ɣ a ˧˩˧
gấc	ɣ ə k̚ ˧˥
gấp	ɣ ə p̚ ˧˥
gấu	ɣ ə w ˧˥
gầm	ɣ ə m ˨˩
gần	ɣ ə n ˨˩
gầy	ɣ ə j ˨˩
gẫy	ɣ ə j ˧˥ʔ
gập	ɣ ə p̚ ˨˩ʔ
gật	ɣ ə t̚ ˨˩ʔ
gậy	ɣ ə j ˨˩ʔ
gắm	ɣ ɐ m ˧˥
gắn	ɣ ɐ n ˧˥
gắng	ɣ ɐ ŋ̚ ˧˥
gắp	ɣ ɐ p̚ ˧˥
gắt	ɣ ɐ t̚ ˧˥
gặm	ɣ ɐ m ˨˩ʔ
gặp	ɣ ɐ p̚ ˨˩ʔ
gặt	ɣ ɐ t̚ ˨˩ʔ
gỉ	z i ˧˩˧
gọi	ɣ ɔ j ˨˩ʔ
gọn	ɣ ɔ n ˨˩ʔ
gọng	ɣ ɔ ŋ̚ ˨˩ʔ
gọt	ɣ ɔ t̚ ˨˩ʔ
gỏi	ɣ ɔ j ˧˩˧
gốc	ɣ o k̚ ˧˥
gối	ɣ o j ˧˥
gốm	ɣ o m ˧˥
gồ	ɣ o ˨˩
gồm	ɣ o m ˨˩
gồng	ɣ o ŋ̚ ˨˩
gổ	ɣ o ˧˩˧
gỗ	ɣ o ˧˥ʔ
gộc	ɣ o k̚ ˨˩ʔ
gội	ɣ o j ˨˩ʔ
gớm	ɣ ɤ m ˧˥
gờm	ɣ ɤ m ˨˩
gở	ɣ ɤ ˧˩˧
gởi	ɣ ɤ j ˧˩˧
gỡ	ɣ ɤ ˧˥ʔ
gợi	ɣ ɤ j ˨˩ʔ
gợn	ɣ ɤ n ˨˩ʔ
gục	ɣ u k̚ ˨˩ʔ
gừng	ɣ ɯ ŋ̚ ˨˩
gửi	ɣ ɯ j ˧˩˧
h	spn
ha	h a ˧
hai	h a j ˧
ham	h a m ˧
han	h a n ˧
hang	h a ŋ̚ ˧
hanh	h a ɲ̚ ˧
hao	h a w ˧
hay	h a j ˧
hen	h ɛ n ˧
heo	h ɛ w ˧
hi	h i ˧
him	h i m ˧
hinh	h i ɲ̚ ˧
hiu	h i w ˧
hiv	h i ˧
hiên	h i e n ˧
hiếm	h i e m ˧˥
hiến	h i e n ˧˥
hiếp	h i e p̚ ˧˥
hiếu	h i e w ˧˥
hiềm	h i e m ˨˩
hiền	h i e n ˨˩
hiểm	h i e m ˧˩˧
hiển	h i e n ˧˩˧
hiểu	h i e w ˧˩˧
hiện	h i e n ˨˩ʔ
hiệp	h i e p̚ ˨˩ʔ
hiệu	h i e w ˨˩ʔ
hlv	spn
ho	h ɔ ˧
hoa	h ɔ a ˧
hoan	h ɔ a n ˧
hoang	h ɔ a ŋ̚ ˧
hoay	h ɔ a j ˧
hoen	h ɔ ɛ n ˧
hoi	h ɔ j ˧
hom	h ɔ m ˧
hong	h ɔ ŋ̚ ˧
hoà	h ɔ a ˨˩
hoài	h ɔ a j ˨˩
hoàn	h ɔ a n ˨˩
hoàng	h ɔ a ŋ̚ ˨˩
hoành	h ɔ a ɲ̚ ˨˩
hoá	h ɔ a ˧˥
hoán	h ɔ a n ˧˥
hoãn	h ɔ a n ˧˥ʔ
hoạ	h ɔ a ˨˩ʔ
hoạch	h ɔ a k̚ ˨˩ʔ
hoại	h ɔ a j ˨˩ʔ
hoạn	h ɔ a n ˨˩ʔ
hoạt	h ɔ a t̚ ˨˩ʔ
hoả	h ɔ a ˧˩˧
hoảng	h ɔ a ŋ̚ ˧˩˧
hoắc	h ɔ ɐ k̚ ˧˥
hoặc	h ɔ ɐ k̚ ˨˩ʔ
hun	h u n ˧
hung	h u ŋ̚ ˧
huy	h u j ˧
huynh	h u i ɲ̚ ˧
huyên	h u i e n ˧
huyết	h u i e t̚ ˧˥
huyền	h u i e n ˨˩
huyễn	h u i e n ˧˥ʔ
huyện	h u i e n ˨˩ʔ
huyệt	h u i e t̚ ˨˩ʔ
huân	h u ə n ˧
huê	h u e ˧
huơ	h u ɤ ˧
huấn	h u ə n ˧˥
huế	h u e ˧˥
huệ	h u e ˨˩ʔ
huống	h u o ŋ̚ ˧˥
huỳnh	h u i ɲ̚ ˨˩
huỷ	h u j ˧˩˧
hy	h i ˧
hà	h a ˨˩
hài	h a j ˨˩
hàm	h a m ˨˩
hàn	h a n ˨˩
hàng	h a ŋ̚ ˨˩
hành	h a ɲ̚ ˨˩
hào	h a w ˨˩
hàu	h a w ˨˩
há	h a ˧˥
hách	h a k̚ ˧˥
hái	h a j ˧˥
hán	h a n ˧˥
háng	h a ŋ̚ ˧˥
háo	h a w ˧˥
hát	h a t̚ ˧˥
hâm	h ə m ˧
hân	h ə n ˧
hâu	h ə w ˧
hãi	h a j ˧˥ʔ
hãm	h a m ˧˥ʔ
hãn	h a n ˧˥ʔ
hãng	h a ŋ̚ ˧˥ʔ
hãnh	h a ɲ̚ ˧˥ʔ
hãy	h a j ˧˥ʔ
hè	h ɛ ˨˩
hèn	h ɛ n ˨˩
hé	h ɛ ˧˥
héo	h ɛ w ˧˥
hét	h ɛ t̚ ˧˥
hê	h e ˧
hì	h i ˨˩
hình	h i ɲ̚ ˨˩
hí	h i ˧˥
híp	h i p̚ ˧˥
hít	h i t̚ ˧˥
hò	h ɔ ˨˩
hòa	h ɔ a ˨˩
hòm	h ɔ m ˨˩
hòn	h ɔ n ˨˩
hòng	h ɔ ŋ̚ ˨˩
hóa	h ɔ a ˧˥
hóc	h ɔ k̚ ˧˥
hói	h ɔ j ˧˥
hóng	h ɔ ŋ̚ ˧˥
hóp	h ɔ p̚ ˧˥
hót	h ɔ t̚ ˧˥
hô	h o ˧
hôi	h o j ˧
hôm	h o m ˧
hôn	h o n ˧
hông	h o ŋ̚ ˧
hù	h u ˨˩
hùa	h u a ˨˩
hùm	h u m ˨˩
hùng	h u ŋ̚ ˨˩
hú	h u ˧˥
húc	h u k̚ ˧˥
húp	h u p̚ ˧˥
hút	h u t̚ ˧˥
hăm	h ɐ m ˧
hăng	h ɐ ŋ̚ ˧
hĩnh	h i ɲ̚ ˧˥ʔ
hũ	h u ˧˥ʔ
hơ	h ɤ ˧
hơi	h ɤ j ˧
hơn	h ɤ n ˧
hư	h ɯ ˧
hưng	h ɯ ŋ̚ ˧
hưu	h ɯ w ˧
hương	h ɯ ɤ ŋ̚ ˧
hươu	h ɯ ɤ w ˧
hước	h ɯ ɤ k̚ ˧˥
hướng	h ɯ ɤ ŋ̚ ˧˥
hường	h ɯ ɤ ŋ̚ ˨˩
hưởng	h ɯ ɤ ŋ̚ ˧˩˧
hạ	h a ˨˩ʔ
hạc	h a k̚ ˨˩ʔ
hạch	h a k̚ ˨˩ʔ
hại	h a j ˨˩ʔ
hạm	h a m ˨˩ʔ
hạn	h a n ˨˩ʔ
hạng	h a ŋ̚ ˨˩ʔ
hạnh	h a ɲ̚ ˨˩ʔ
hạo	h a w ˨˩ʔ
hạp	h a p̚ ˨˩ʔ
hạt	h a t̚ ˨˩ʔ
hả	h a ˧˩˧
hải	h a j ˧˩˧
hảo	h a w ˧˩˧
hấn	h ə n ˧˥
hấp	h ə p̚ ˧˥
hất	h ə t̚ ˧˥
hấu	h ə w ˧˥
hầm	h ə m ˨˩
hầu	h ə w ˨˩
hẩu	h ə w ˧˩˧
hẫng	h ə ŋ̚ ˧˥ʔ
hậm	h ə m ˨˩ʔ
hận	h ə n ˨˩ʔ
hập	h ə p̚ ˨˩ʔ
hậu	h ə w ˨˩ʔ
hắc	h ɐ k̚ ˧˥
hắn	h ɐ n ˧˥
hắt	h ɐ t̚ ˧˥
hằn	h ɐ n ˨˩
hằng	h ɐ ŋ̚ ˨˩
hẳn	h ɐ n ˧˩˧
hẹ	h ɛ ˨˩ʔ
hẹn	h ɛ n ˨˩ʔ
hẹp	h ɛ p̚ ˨˩ʔ
hẻm	h ɛ m ˧˩˧
hến	h e n ˧˥
hết	h e t̚ ˧˥
hề	h e ˨˩
hễ	h e ˧˥ʔ
hệ	h e ˨˩ʔ
hệt	h e t̚ ˨˩ʔ
hỉ	h i ˧˩˧
hỉnh	h i ɲ̚ ˧˩˧
họ	h ɔ ˨˩ʔ
họa	h ɔ a ˨˩ʔ
học	h ɔ k̚ ˨˩ʔ
họng	h ɔ ŋ̚ ˨˩ʔ
họp	h ɔ p̚ ˨˩ʔ
hỏa	h ɔ a ˧˩˧
hỏi	h ɔ j ˧˩˧
hỏng	h ɔ ŋ̚ ˧˩˧
hố	h o ˧˥
hốc	h o k̚ ˧˥
hối	h o j ˧˥
hống	h o ŋ̚ ˧˥
hốt	h o t̚ ˧˥
hồ	h o ˨˩
hồi	h o j ˨˩
hồn	h o n ˨˩
hồng	h o ŋ̚ ˨˩
hổ	h o ˧˩˧
hổi	h o j ˧˩˧
hổng	h o ŋ̚ ˧˩˧
hỗ	h o ˧˥ʔ
hỗn	h o n ˧˥ʔ
hộ	h o ˨˩ʔ
hộc	h o k̚ ˨˩ʔ
hội	h o j ˨˩ʔ
hộp	h o p̚ ˨˩ʔ
hột	h o t̚ ˨˩ʔ
hớ	h ɤ ˧˥
hớn	h ɤ n ˧˥
hớt	h ɤ t̚ ˧˥
hờ	h ɤ ˨˩
hời	h ɤ j ˨˩
hờn	h ɤ n ˨˩
hở	h ɤ ˧˩˧
hởi	h ɤ j ˧˩˧
hợi	h ɤ j ˨˩ʔ
hợp	h ɤ p̚ ˨˩ʔ
hợt	h ɤ t̚ ˨˩ʔ
hụt	h u t̚ ˨˩ʔ
hủ	h u ˧˩˧
hủi	h u j ˧˩˧
hủy	h u j ˧˩˧
hứa	h ɯ a ˧˥
hức	h ɯ k̚ ˧˥
hứng	h ɯ ŋ̚ ˧˥
hửng	h ɯ ŋ̚ ˧˩˧
hững	h ɯ ŋ̚ ˧˥ʔ
hữu	h ɯ w ˧˥ʔ
hực	h ɯ k̚ ˨˩ʔ
hựu	h ɯ w ˨˩ʔ
i	i ˧
ii	i j ˧
im	i m ˧
in	i n ˧
inh	i ɲ̚ ˧
ion	i ɔ n ˧
iu	i w ˧
k	spn
ka	k a ˧
kali	k a j ˧
karaoke	k a a ɔ ɛ ˧
ke	k ɛ ˧
kelvin	k ɛ i n ˧
kem	k ɛ m ˧
ken	k ɛ n ˧
keo	k ɛ w ˧
kg	spn
kha	x a ˧
khai	x a j ˧
khan	x a n ˧
khang	x a ŋ̚ ˧
khanh	x a ɲ̚ ˧
khao	x a w ˧
khau	x a w ˧
khay	x a j ˧
khe	x ɛ ˧
khem	x ɛ m ˧
khen	x ɛ n ˧
khi	x i ˧
khinh	x i ɲ̚ ˧
khiêm	x i e m ˧
khiên	x i e n ˧
khiêng	x i e ŋ̚ ˧
khiêu	x i e w ˧
khiếm	x i e m ˧˥
khiến	x i e n ˧˥
khiếp	x i e p̚ ˧˥
khiết	x i e t̚ ˧˥
khiếu	x i e w ˧˥
khiển	x i e n ˧˩˧
khmer	x ɛ ˧
kho	x ɔ ˧
khoa	x ɔ a ˧
khoai	x ɔ a j ˧
khoan	x ɔ a n ˧
khoang	x ɔ a ŋ̚ ˧
khoanh	x ɔ a ɲ̚ ˧
khoe	x ɔ ɛ ˧
khoá	x ɔ a ˧˥
khoác	x ɔ a k̚ ˧˥
khoái	x ɔ a j ˧˥
khoán	x ɔ a n ˧˥
khoáng	x ɔ a ŋ̚ ˧˥
khoát	x ɔ a t̚ ˧˥
khoé	x ɔ ɛ ˧˥
khoăn	x ɔ ɐ n ˧
khoản	x ɔ a n ˧˩˧
khoảng	x ɔ a ŋ̚ ˧˩˧
khoảnh	x ɔ a ɲ̚ ˧˩˧
khoắn	x ɔ ɐ n ˧˥
khoẻ	x ɔ ɛ ˧˩˧
khu	x u ˧
khua	x u a ˧
khung	x u ŋ̚ ˧
khuya	x u i a ˧
khuynh	x u i ɲ̚ ˧
khuyên	x u i e n ˧
khuyến	x u i e n ˧˥
khuyết	x u i e t̚ ˧˥
khuân	x u ə n ˧
khuâng	x u ə ŋ̚ ˧
khuê	x u e ˧
khuôn	x u o n ˧
khuông	x u o ŋ̚ ˧
khuất	x u ə t̚ ˧˥
khuấy	x u ə j ˧˥
khuẩn	x u ə n ˧˩˧
khuỷu	x u i w ˧˩˧
khàn	x a n ˨˩
khá	x a ˧˥
khác	x a k̚ ˧˥
khách	x a k̚ ˧˥
khái	x a j ˧˥
khám	x a m ˧˥
khán	x a n ˧˥
kháng	x a ŋ̚ ˧˥
khánh	x a ɲ̚ ˧˥
kháo	x a w ˧˥
khát	x a t̚ ˧˥
kháu	x a w ˧˥
khâm	x ə m ˧
khâu	x ə w ˧
khè	x ɛ ˨˩
khèn	x ɛ n ˨˩
khéo	x ɛ w ˧˥
khép	x ɛ p̚ ˧˥
khét	x ɛ t̚ ˧˥
khê	x e ˧
khênh	x e ɲ̚ ˧
khí	x i ˧˥
khía	x i a ˧˥
khích	x i k̚ ˧˥
khít	x i t̚ ˧˥
khò	x ɔ ˨˩
khó	x ɔ ˧˥
khóa	x ɔ a ˧˥
khóc	x ɔ k̚ ˧˥
khóe	x ɔ ɛ ˧˥
khói	x ɔ j ˧˥
khóm	x ɔ m ˧˥
khô	x o ˧
khôi	x o j ˧
khôn	x o n ˧
không	x o ŋ̚ ˧
khúc	x u k̚ ˧˥
khăm	x ɐ m ˧
khăn	x ɐ n ˧
khăng	x ɐ ŋ̚ ˧
khơi	x ɤ j ˧
khư	x ɯ ˧
khương	x ɯ ɤ ŋ̚ ˧
khước	x ɯ ɤ k̚ ˧˥
khạc	x a k̚ ˨˩ʔ
khả	x a ˧˩˧
khải	x a j ˧˩˧
khảng	x a ŋ̚ ˧˩˧
khảnh	x a ɲ̚ ˧˩˧
khảo	x a w ˧˩˧
khấm	x ə m ˧˥
khấn	x ə n ˧˥
khấp	x ə p̚ ˧˥
khất	x ə t̚ ˧˥
khấu	x ə w ˧˥
khẩn	x ə n ˧˩˧
khẩu	x ə w ˧˩˧
khắc	x ɐ k̚ ˧˥
khắp	x ɐ p̚ ˧˥
khắt	x ɐ t̚ ˧˥
khẳng	x ɐ ŋ̚ ˧˩˧
khẽ	x ɛ ˧˥ʔ
khế	x e ˧˥
khểnh	x e ɲ̚ ˧˩˧
khỉ	x i ˧˩˧
khỉnh	x i ɲ̚ ˧˩˧
khỏa	x ɔ a ˧˩˧
khỏe	x ɔ ɛ ˧˩˧
khỏi	x ɔ j ˧˩˧
khốc	x o k̚ ˧˥
khối	x o j ˧˥
khốn	x o n ˧˥
khống	x o ŋ̚ ˧˥
khổ	x o ˧˩˧
khổng	x o ŋ̚ ˧˩˧
khớp	x ɤ p̚ ˧˥
khờ	x ɤ ˨˩
khởi	x ɤ j ˧˩˧
khủng	x u ŋ̚ ˧˩˧
khứ	x ɯ ˧˥
khứa	x ɯ a ˧˥
khứu	x ɯ w ˧˥
khử	x ɯ ˧˩˧
khựng	x ɯ ŋ̚ ˨˩ʔ
ki	k i ˧
kia	k i a ˧
kim	k i m ˧
kinh	k i ɲ̚ ˧
kitô	k i o ˧
kiêm	k i e m ˧
kiên	k i e n ˧
kiêng	k i e ŋ̚ ˧
kiêu	k i e w ˧
kiếm	k i e m ˧˥
kiến	k i e n ˧˥
kiếng	k i e ŋ̚ ˧˥
kiếp	k i e p̚ ˧˥
kiết	k i e t̚ ˧˥
kiềm	k i e m ˨˩
kiều	k i e w ˨˩
kiểm	k i e m ˧˩˧
kiểu	k i e w ˧˩˧
kiệm	k i e m ˨˩ʔ
kiện	k i e n ˨˩ʔ
kiệt	k i e t̚ ˨˩ʔ
kiệu	k i e w ˨˩ʔ
km	spn
krông	k o ŋ̚ ˧
ku	k u ˧
kè	k ɛ ˨˩
kèm	k ɛ m ˨˩
kèn	k ɛ n ˨˩
kèo	k ɛ w ˨˩
ké	k ɛ ˧˥
kém	k ɛ m ˧˥
kén	k ɛ n ˧˥
kéo	k ɛ w ˧˥
kép	k ɛ p̚ ˧˥
két	k ɛ t̚ ˧˥
kê	k e ˧
kênh	k e ɲ̚ ˧
kêu	k e w ˧
kì	k i ˨˩
kìa	k i a ˨˩
kìm	k i m ˨˩
kình	k i ɲ̚ ˨˩
kí	k i ˧˥
kích	k i k̚ ˧˥
kín	k i n ˧˥
kính	k i ɲ̚ ˧˥
kíp	k i p̚ ˧˥
kít	k i t̚ ˧˥
ký	k i ˧˥
kĩ	k i ˧˥ʔ
kạn	k a n ˨˩ʔ
kẹo	k ɛ w ˨˩ʔ
kẹp	k ɛ p̚ ˨˩ʔ
kẹt	k ɛ t̚ ˨˩ʔ
kẻ	k ɛ ˧˩˧
kẻo	k ɛ w ˧˩˧
kẽ	k ɛ ˧˥ʔ
kẽm	k ɛ m ˧˥ʔ
kế	k e ˧˥
kết	k e t̚ ˧˥
kề	k e ˨˩
kềnh	k e ɲ̚ ˨˩
kể	k e ˧˩˧
kệ	k e ˨˩ʔ
kỉ	k i ˧˩˧
kỉnh	k i ɲ̚ ˧˩˧
kị	k i ˨˩ʔ
kịch	k i k̚ ˨˩ʔ
kịp	k i p̚ ˨˩ʔ
kịt	k i t̚ ˨˩ʔ
kỳ	k i ˨˩
kỵ	k i ˨˩ʔ
kỷ	k i ˧˩˧
kỹ	k i ˧˥ʔ
l	spn
la	l a ˧
lai	l a j ˧
lam	l a m ˧
lan	l a n ˧
lang	l a ŋ̚ ˧
lanh	l a ɲ̚ ˧
lao	l a w ˧
laser	l a ɛ ˧
lau	l a w ˧
lay	l a j ˧
le	l ɛ ˧
lem	l ɛ m ˧
len	l ɛ n ˧
leo	l ɛ w ˧
li	l i ˧
lia	l i a ˧
lim	l i m ˧
linh	l i ɲ̚ ˧
liu	l i w ˧
liêm	l i e m ˧
liên	l i e n ˧
liêng	l i e ŋ̚ ˧
liêu	l i e w ˧
liếc	l i e k̚ ˧˥
liếm	l i e m ˧˥
liếng	l i e ŋ̚ ˧˥
liềm	l i e m ˨˩
liền	l i e n ˨˩
liều	l i e w ˨˩
liễu	l i e w ˧˥ʔ
liệt	l i e t̚ ˨˩ʔ
liệu	l i e w ˨˩ʔ
lo	l ɔ ˧
loa	l ɔ a ˧
loai	l ɔ a j ˧
loan	l ɔ a n ˧
loang	l ɔ a ŋ̚ ˧
loay	l ɔ a j ˧
loi	l ɔ j ˧
lon	l ɔ n ˧
long	l ɔ ŋ̚ ˧
loài	l ɔ a j ˨˩
loáng	l ɔ a ŋ̚ ˧˥
loãng	l ɔ a ŋ̚ ˧˥ʔ
loét	l ɔ ɛ t̚ ˧˥
loại	l ɔ a j ˨˩ʔ
loạn	l ɔ a n ˨˩ʔ
loạt	l ɔ a t̚ ˨˩ʔ
loẹt	l ɔ ɛ t̚ ˨˩ʔ
lu	l u ˧
lui	l u j ˧
lum	l u m ˧
lung	l u ŋ̚ ˧
luy	l u j ˧
luyn	l u i n ˧
luyến	l u i e n ˧˥
luyện	l u i e n ˨˩ʔ
luân	l u ə n ˧
luôn	l u o n ˧
luẩn	l u ə n ˧˩˧
luận	l u ə n ˨˩ʔ
luật	l u ə t̚ ˨˩ʔ
luống	l u o ŋ̚ ˧˥
luồn	l u o n ˨˩
luồng	l u o ŋ̚ ˨˩
luộc	l u o k̚ ˨˩ʔ
ly	l i ˧
là	l a ˨˩
làm	l a m ˨˩
làn	l a n ˨˩
làng	l a ŋ̚ ˨˩
lành	l a ɲ̚ ˨˩
lào	l a w ˨˩
lá	l a ˧˥
lác	l a k̚ ˧˥
lách	l a k̚ ˧˥
lái	l a j ˧˥
lán	l a n ˧˥
láng	l a ŋ̚ ˧˥
lánh	l a ɲ̚ ˧˥
láo	l a w ˧˥
lát	l a t̚ ˧˥
lâm	l ə m ˧
lân	l ə n ˧
lâu	l ə w ˧
lây	l ə j ˧
lã	l a ˧˥ʔ
lãi	l a j ˧˥ʔ
lãm	l a m ˧˥ʔ
lãng	l a ŋ̚ ˧˥ʔ
lãnh	l a ɲ̚ ˧˥ʔ
lão	l a w ˧˥ʔ
lèo	l ɛ w ˨˩
lén	l ɛ n ˧˥
léo	l ɛ w ˧˥
lép	l ɛ p̚ ˧˥
lét	l ɛ t̚ ˧˥
lê	l e ˧
lên	l e n ˧
lênh	l e ɲ̚ ˧
lì	l i ˨˩
lìa	l i a ˨˩
lí	l i ˧˥
lính	l i ɲ̚ ˧˥
lít	l i t̚ ˧˥
líu	l i w ˧˥
lò	l ɔ ˨˩
lòa	l ɔ a ˨˩
lòe	l ɔ ɛ ˨˩
lòi	l ɔ j ˨˩
lòng	l ɔ ŋ̚ ˨˩
ló	l ɔ ˧˥
lóc	l ɔ k̚ ˧˥
lói	l ɔ j ˧˥
lót	l ɔ t̚ ˧˥
lô	l o ˧
lôi	l o j ˧
lông	l o ŋ̚ ˧
lõi	l ɔ j ˧˥ʔ
lõm	l ɔ m ˧˥ʔ
lõng	l ɔ ŋ̚ ˧˥ʔ
lù	l u ˨˩
lùa	l u a ˨˩
lùi	l u j ˨˩
lùm	l u m ˨˩
lùn	l u n ˨˩
lùng	l u ŋ̚ ˨˩
lú	l u ˧˥
lúa	l u a ˧˥
lúc	l u k̚ ˧˥
lún	l u n ˧˥
lúng	l u ŋ̚ ˧˥
lút	l u t̚ ˧˥
lý	l i ˧˥
lăn	l ɐ n ˧
lăng	l ɐ ŋ̚ ˧
lĩnh	l i ɲ̚ ˧˥ʔ
lũ	l u ˧˥ʔ
lũi	l u j ˧˥ʔ
lũng	l u ŋ̚ ˧˥ʔ
lũy	l u j ˧˥ʔ
lơ	l ɤ ˧
lư	l ɯ ˧
lưng	l ɯ ŋ̚ ˧
lưu	l ɯ w ˧
lươn	l ɯ ɤ n ˧
lương	l ɯ ɤ ŋ̚ ˧
lưới	l ɯ ɤ j ˧˥
lướt	l ɯ ɤ t̚ ˧˥
lười	l ɯ ɤ j ˨˩
lường	l ɯ ɤ ŋ̚ ˨˩
lưỡi	l ɯ ɤ j ˧˥ʔ
lưỡng	l ɯ ɤ ŋ̚ ˧˥ʔ
lược	l ɯ ɤ k̚ ˨˩ʔ
lượm	l ɯ ɤ m ˨˩ʔ
lượn	l ɯ ɤ n ˨˩ʔ
lượng	l ɯ ɤ ŋ̚ ˨˩ʔ
lượt	l ɯ ɤ t̚ ˨˩ʔ
lạ	l a ˨˩ʔ
lạc	l a k̚ ˨˩ʔ
lạch	l a k̚ ˨˩ʔ
